participantId,householdSize,haveKids,age,educationLevel,interestGroup,joviality,educationScale,amount_sum,amount_count,Wage_sum,Wage_count,Education_sum,Education_count,Food_sum,Food_count,Food_mean,Recreation_sum,Recreation_count,Recreation_mean,Shelter_sum,Shelter_mean,Shelter_count,apartmentId,rentalCost,loc_apart,bd_apart,employerId,loc_job,bd_job,pubs_count,resto_count,sent_message,last_activity
568,3,1,52,Low,C,0.812872098,1,2400.674936651684,24,2498.984901744594,9,-25.624890036381977,2.0,-72.68507505652791,13,-5.591159619732916,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1290,POINT (-625.2259566520925 4283.435087651933),755.0,0.0,13,5.0,2022-03-05 08:00:00+00:00
569,3,1,20,HighSchoolOrCollege,C,0.650812395,2,13043.89543353773,2689,40211.596461816946,645,-608.0860728582386,16.0,-6393.129814742407,1329,-4.810481425690298,-7699.396541365894,683.0,-11.272908552512291,-12467.08859931267,-779.1930374570419,16.0,999,779.19,POINT (-1649.0061333088274 6088.013410245379),318.0,1298,POINT (-3569.215604711074 4903.19250465635),441.0,683.0,714,10874.0,2023-05-25 00:00:00+00:00
570,3,1,49,Bachelors,C,0.539205582,3,52366.916804478635,2241,80919.21367630655,643,-608.0860728582386,16.0,-4311.867441637351,899,-4.796293038528755,-11085.433357095146,667.0,-16.619840115584925,-12546.91000023717,-784.1818750148232,16.0,1100,784.18,POINT (-506.5675166764355 5634.864588708617),654.0,1339,POINT (-3257.563509525645 5415.033051466755),8.0,667.0,451,8145.0,2023-05-25 00:00:00+00:00
571,3,1,57,HighSchoolOrCollege,D,0.36821258,2,13909.819618010713,2470,39838.92613457787,644,-608.0860728582386,16.0,-5536.5376548491095,1361,-4.067992398860477,-7237.572788622646,433.0,-16.7149487035165,-12546.91000023717,-784.1818750148232,16.0,1137,784.18,POINT (-506.5675166764355 5743.523632998128),654.0,1313,POINT (-276.66830053571516 5125.990451518039),467.0,433.0,535,7923.0,2023-05-25 00:00:00+00:00
572,3,1,23,HighSchoolOrCollege,J,0.681954474,2,2408.0936669619223,24,2552.5278562547555,9,-76.01075910727982,2.0,-68.42343018555356,13,-5.26334078350412,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1315,POINT (-1275.0132591831693 5248.064077146062),156.0,0.0,13,3.0,2022-03-05 06:30:00+00:00
573,3,1,49,Graduate,I,0.978406157,4,8747.26498912382,2441,36213.9487425895,645,-1458.2962215809964,16.0,-6671.564227813843,1328,-5.023768243835725,-6958.09329090904,436.0,-15.958929566305137,-12378.730013161801,-773.6706258226126,16.0,459,773.67,POINT (-2104.405193411366 3667.258808232208),851.0,1299,POINT (-769.6207629156387 3991.9429115396124),765.0,436.0,670,17786.0,2023-05-25 00:00:00+00:00
574,3,1,57,HighSchoolOrCollege,J,0.856878184,2,2262.0226653813843,21,2400.8005823477724,7,-76.01075910727982,2.0,-62.76715785910841,12,-5.230596488259034,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1315,POINT (-1275.0132591831693 5248.064077146062),156.0,0.0,12,3.0,2022-03-04 21:00:00+00:00
575,3,1,38,HighSchoolOrCollege,D,0.83712939,2,2267.976783903469,24,2350.466244045429,9,-25.624890036381977,2.0,-56.86457010557817,13,-4.3741977004290895,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1280,POINT (-501.42676062779447 3608.0722709059037),489.0,0.0,13,1.0,2022-03-05 07:20:00+00:00
576,3,1,23,Graduate,D,0.968722072,4,26420.4478148866,1804,52761.32771796006,326,-608.0860728582386,16.0,-4599.773148937106,900,-5.110859054374562,-8566.650433807303,545.0,-15.718624649187712,-12566.370247470817,-785.3981404669261,16.0,38,839.46,POINT (1417.1760566368287 3332.468498865699),934.0,435,POINT (1122.7448164206246 4383.066969959758),34.0,545.0,232,15779.0,2023-05-25 00:00:00+00:00
577,3,1,19,HighSchoolOrCollege,G,0.93659165,2,2274.9797124387806,23,2413.664041584595,9,-76.01075910727982,2.0,-62.673570038534535,12,-5.222797503211211,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1312,POINT (-271.3160303970743 4985.574640487972),429.0,0.0,12,1.0,2022-03-04 22:20:00+00:00
578,3,1,21,Bachelors,E,0.98284777,3,6745.197696573525,2664,35264.45066607477,645,-1171.1656343569832,16.0,-6810.9628910135125,1328,-5.128737116727042,-8386.755840657692,659.0,-12.726488377325785,-12150.368603473058,-759.3980377170661,16.0,1473,759.4,POINT (-4226.071872137537 5496.583118168994),186.0,1314,POINT (-3366.855921141151 5265.173730073946),410.0,659.0,655,14064.0,2023-05-25 00:00:00+00:00
579,2,0,48,Bachelors,F,0.768714853,3,19712.95348785516,1774,50616.89197219128,325,0.0,0.0,-4391.414941984231,900,-4.879349935538034,-10138.126524962507,533.0,-19.020875281355547,-16374.397017389389,-1023.3998135868368,16.0,974,1023.4,POINT (-1612.7659337843802 4919.669823464181),683.0,1291,POINT (-2010.8517708960426 5283.76492656323),475.0,533.0,261,15438.0,2023-05-25 00:00:00+00:00
580,2,0,29,HighSchoolOrCollege,G,0.66433137,2,2354.1042904494943,22,2426.370061080992,9,0.0,0.0,-72.26577063149755,13,-5.558905433192119,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1292,POINT (-170.84228756724124 3790.7387811979065),664.0,0.0,13,6.0,2022-03-05 05:30:00+00:00
581,2,0,60,Graduate,J,0.417992624,4,63147.227539107436,2607,89953.45640361692,643,0.0,0.0,-5864.782320540491,1328,-4.4162517473949485,-8394.536543731814,620.0,-13.539575070535184,-12546.91000023717,-784.1818750148232,16.0,1184,784.18,POINT (-497.9172402093433 5662.029349780994),654.0,1296,POINT (-826.2456539995576 5240.884421871655),1016.0,620.0,701,6362.0,2023-05-25 00:00:00+00:00
582,2,0,50,HighSchoolOrCollege,D,0.468741471,2,14428.375069119009,2515,39678.88551885592,645,0.0,0.0,-5962.5769742901375,1346,-4.429849163662807,-6710.7169293153,508.0,-13.210072695502559,-12577.216546131465,-786.0760341332166,16.0,951,786.08,POINT (-95.17846364861066 3562.7527670847094),449.0,1285,POINT (170.74694042286592 4771.135720847398),595.0,508.0,720,9354.0,2023-05-25 00:00:00+00:00
583,2,0,50,Graduate,J,0.568154176,4,55167.329421011964,2395,79605.69857365012,645,0.0,0.0,-6223.616300677249,1326,-4.693526621928544,-5632.93644345211,408.0,-13.806216773166938,-12581.8164085088,-786.3635255318,16.0,958,786.36,POINT (-369.94252946578285 5263.7092311840615),1030.0,1334,POINT (-2992.288271256545 6202.617103468241),487.0,408.0,686,12531.0,2023-05-25 00:00:00+00:00
584,2,0,36,Bachelors,H,0.130737765,3,60006.421712855066,1746,79138.08745865262,645,0.0,0.0,-4418.693239775955,923,-4.787316619475574,-2582.8968462225603,162.0,-15.943807692731854,-12130.075659799042,-758.1297287374401,16.0,1659,758.13,POINT (-4431.323604919651 4695.8403940366825),994.0,1735,POINT (-3837.636675203619 5492.86911075103),749.0,162.0,457,3088.0,2023-05-25 00:00:00+00:00
585,2,0,34,Bachelors,D,0.265413241,3,59310.89213430564,1711,77945.26552461587,645,0.0,0.0,-4402.430281902408,922,-4.774870153907167,-2081.5745049347547,128.0,-16.26230081980277,-12150.368603473058,-759.3980377170661,16.0,1462,759.4,POINT (-4124.780262092645 5743.086391053597),376.0,1736,POINT (-3588.8792873039974 6178.752204471673),521.0,128.0,466,6250.0,2023-05-25 00:00:00+00:00
586,2,0,41,HighSchoolOrCollege,B,0.008705951,2,31354.73570398729,1594,47794.39818902872,645,0.0,0.0,-4277.439335804119,932,-4.589527184339183,-11.854545764250249,1.0,-11.854545764250249,-12150.368603473058,-759.3980377170661,16.0,1519,759.4,POINT (-4124.780262092645 5660.153645236451),376.0,1768,POINT (-3837.722151176433 6367.922072582076),627.0,1.0,448,1984.0,2023-05-25 00:00:00+00:00
587,2,0,51,HighSchoolOrCollege,F,0.444743825,2,11355.266306037787,2682,38840.98944791035,643,0.0,0.0,-6239.314565187193,1331,-4.68768938030593,-8664.592168176572,692.0,-12.52108694823204,-12581.8164085088,-786.3635255318,16.0,1149,786.36,POINT (-389.0222599771563 5271.565401557664),1030.0,1329,POINT (-3149.9034099651917 5907.34610112186),413.0,692.0,755,9063.0,2023-05-25 00:00:00+00:00
588,2,0,45,HighSchoolOrCollege,I,0.412038273,2,9947.64776949337,2543,38334.820850532444,643,0.0,0.0,-6199.634770162165,1338,-4.633508796832709,-9605.721902368106,546.0,-17.592897257084445,-12581.8164085088,-786.3635255318,16.0,1154,786.36,POINT (-369.94252946578285 5263.7092311840615),1030.0,1323,POINT (-3079.473260122901 6283.8148275615595),88.0,546.0,640,7989.0,2023-05-25 00:00:00+00:00
589,2,0,23,HighSchoolOrCollege,I,0.975273877,2,2718.9271504142566,22,2781.8840524602897,9,0.0,0.0,-62.95690204603306,13,-4.84283861892562,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1085,0,0.0,0.0,13,2.0,2022-03-05 07:25:00+00:00
590,2,0,53,HighSchoolOrCollege,A,0.448569158,2,15137.09582737146,1962,38369.76888758443,645,0.0,0.0,-3738.9515222551186,900,-4.154390580283465,-6873.662526383678,401.0,-17.14130305831341,-12620.059011574176,-788.753688223386,16.0,907,788.75,POINT (-1873.321906160364 5782.470763252524),414.0,1316,POINT (447.7528813037526 4446.320032225456),1034.0,401.0,463,11155.0,2023-05-25 00:00:00+00:00
591,2,0,54,Bachelors,H,0.263048698,3,58677.92520404741,1726,77406.30716020626,645,0.0,0.0,-4379.632396026002,929,-4.7143513412551155,-2198.3809566597847,136.0,-16.164565857792535,-12150.368603473058,-759.3980377170661,16.0,1549,759.4,POINT (-4344.452303596164 6594.347107643116),57.0,1297,POINT (-3255.070596103328 5479.41178070503),775.0,136.0,461,5109.0,2023-05-25 00:00:00+00:00
592,2,0,32,Graduate,A,0.22126511,4,70832.94871611957,1830,91801.40576556102,645,0.0,0.0,-4393.2638236751645,915,-4.801381228060289,-4424.824622293224,254.0,-17.42056937910718,-12150.368603473058,-759.3980377170661,16.0,1627,759.4,POINT (-4136.182027840223 5680.886831690737),376.0,1792,POINT (-3833.6935285901764 5804.401063149466),877.0,254.0,472,3808.0,2023-05-25 00:00:00+00:00
593,2,0,43,HighSchoolOrCollege,A,0.919710751,2,8623.400156135978,2524,34451.47265113082,645,0.0,0.0,-6845.184286582145,1334,-5.131322553659779,-6832.519604939636,529.0,-12.915916077390618,-12150.368603473058,-759.3980377170661,16.0,1638,759.4,POINT (-4113.378496345067 5680.886831690737),376.0,1297,POINT (-3255.070596103328 5479.41178070503),775.0,529.0,692,15557.0,2023-05-25 00:00:00+00:00
594,2,0,37,Graduate,F,0.278112333,4,68518.03127590516,1666,90475.82057508176,326,0.0,0.0,-4076.66229806881,900,-4.529624775632011,-5730.758397634735,424.0,-13.515939617063054,-12150.368603473058,-759.3980377170661,16.0,1703,759.4,POINT (-4136.182027840223 5639.420458782164),376.0,1736,POINT (-3588.8792873039974 6178.752204471673),521.0,424.0,296,8337.0,2023-05-25 00:00:00+00:00
595,2,0,27,Low,C,0.739359987,1,2355.1157120915727,26,2434.517613674991,9,0.0,0.0,-79.40190158341844,17,-4.670700093142261,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1305,POINT (-416.1482587338951 5854.826833733975),64.0,0.0,17,5.0,2022-03-05 08:10:00+00:00
596,2,0,19,Graduate,F,0.967555161,4,39358.3615305588,1811,70227.75401422972,324,0.0,0.0,-4625.674024971558,900,-5.139637805523953,-9017.183009749535,571.0,-15.791914202713722,-17226.53544894982,-1076.6584655593638,16.0,1242,1076.66,POINT (-3006.1304692527756 6136.852592082678),168.0,1334,POINT (-2992.288271256545 6202.617103468241),487.0,571.0,250,14848.0,2023-05-25 00:00:00+00:00
597,2,0,30,HighSchoolOrCollege,I,0.408345757,2,15969.60694935965,2350,38407.86200752392,645,0.0,0.0,-6265.674571208395,1345,-4.658494104987654,-3552.521475381704,344.0,-10.327097312156116,-12620.059011574176,-788.753688223386,16.0,997,788.75,POINT (-1962.6146755160657 5797.276162062822),414.0,1310,POINT (-3061.6662672300545 5929.835547456925),434.0,344.0,682,8521.0,2023-05-25 00:00:00+00:00
598,2,0,22,HighSchoolOrCollege,H,0.171959185,2,25098.79555115062,1911,47654.410626388904,645,0.0,0.0,-4320.349555579429,900,-4.800388395088254,-6051.495359957284,350.0,-17.289986742735096,-12183.770159701571,-761.4856349813482,16.0,756,761.49,POINT (-1613.0453946609055 3631.1979621903865),161.0,1781,POINT (-3480.17040400516 6856.274228255146),261.0,350.0,471,6467.0,2023-05-25 00:00:00+00:00
599,2,0,32,HighSchoolOrCollege,G,0.998644049,2,2627.8469091310353,21,2685.517835986903,9,0.0,0.0,-57.670926855867506,12,-4.8059105713222925,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1337,POINT (-2488.0018597976323 5885.7340875007185),269.0,0.0,12,3.0,2022-03-05 07:35:00+00:00
600,2,0,49,Bachelors,C,0.791591163,3,26738.234218217247,2616,55506.967978612505,645,0.0,0.0,-6797.910610274399,1341,-5.069284571420133,-8181.3447682176875,614.0,-13.324665746282879,-13789.478381903173,-861.8423988689483,16.0,1012,861.84,POINT (-2856.115258780107 6604.438451924698),908.0,1301,POINT (-2847.855610673995 6663.900855198909),408.0,614.0,633,12730.0,2023-05-25 00:00:00+00:00
601,2,0,32,HighSchoolOrCollege,E,0.585843678,2,12702.31545052522,1755,37337.20390507631,324,0.0,0.0,-4262.0393569289245,900,-4.7355992854765825,-7752.790086047991,515.0,-15.053961332132022,-12620.059011574176,-788.753688223386,16.0,1150,788.75,POINT (-1828.6755214825132 5797.276162062822),414.0,1327,POINT (-671.8639094966109 5917.381045442618),680.0,515.0,270,12219.0,2023-05-25 00:00:00+00:00
602,2,0,53,HighSchoolOrCollege,C,0.853874668,2,2761.2715074971225,21,2819.2738831399406,9,0.0,0.0,-58.002375642818,12,-4.833531303568167,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1287,POINT (-5.816781980895537 3582.204933328363),255.0,0.0,12,0.0,2022-03-04 20:50:00+00:00
603,2,0,59,HighSchoolOrCollege,E,0.751229979,2,2707.842978284972,24,2777.2244145408363,9,0.0,0.0,-69.38143625586409,15,-4.625429083724272,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1300,POINT (-251.55200766343 4701.616285011303),561.0,0.0,15,3.0,2022-03-04 19:40:00+00:00
604,2,0,49,HighSchoolOrCollege,E,0.875113575,2,2654.4450360945343,20,2709.2104067726855,10,0.0,0.0,-54.76537067815095,10,-5.476537067815095,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1282,POINT (-746.0297799695958 4008.345279959909),765.0,0.0,10,5.0,2022-03-05 07:25:00+00:00
605,2,0,44,HighSchoolOrCollege,D,0.705971019,2,2495.8129903085282,22,2559.806501413364,9,0.0,0.0,-63.99351110483596,13,-4.922577777295074,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1321,POINT (-2616.4800271638437 6497.734086456471),588.0,0.0,13,1.0,2022-03-05 08:05:00+00:00
606,2,0,28,HighSchoolOrCollege,H,0.370138058,2,14520.460045523985,1639,37268.414045938065,324,0.0,0.0,-3989.0210873617684,900,-4.432245652624188,-6138.873901478136,399.0,-15.385648875885051,-12620.059011574176,-788.753688223386,16.0,1178,788.75,POINT (-1739.3827521268113 5767.665364442226),414.0,1297,POINT (-3255.070596103328 5479.41178070503),775.0,399.0,300,6672.0,2023-05-25 00:00:00+00:00
607,2,0,53,HighSchoolOrCollege,I,0.370246957,2,11222.085253589337,2451,35920.063868263525,637,0.0,0.0,-6411.706788179598,1314,-4.879533324337594,-5513.242402658906,484.0,-11.390996699708484,-12773.029423835682,-798.3143389897301,16.0,990,798.31,POINT (-2610.5184815063512 6587.644626145553),436.0,1298,POINT (-3569.215604711074 4903.19250465635),441.0,484.0,564,7771.0,2023-05-25 00:00:00+00:00
608,2,0,24,HighSchoolOrCollege,B,0.358497175,2,11158.226192520515,1767,35943.383800472955,327,0.0,0.0,-4471.158988059595,900,-4.967954431177327,-7540.969196057166,524.0,-14.391162587895355,-12773.029423835682,-798.3143389897301,16.0,1041,798.31,POINT (-2610.5184815063512 6618.97054327486),436.0,1305,POINT (-416.1482587338951 5854.826833733975),64.0,524.0,262,7775.0,2023-05-25 00:00:00+00:00
609,2,0,42,Bachelors,H,0.213011118,3,54271.67947271242,1897,77057.37054551863,645,0.0,0.0,-4304.058991998201,924,-4.658072502162556,-6297.861921106436,312.0,-20.18545487534114,-12183.770159701571,-761.4856349813482,16.0,769,761.49,POINT (-1623.7057594946937 3655.180302582578),161.0,383,POINT (829.9556783260775 2163.4803049897623),146.0,312.0,471,7290.0,2023-05-25 00:00:00+00:00
610,2,0,58,Graduate,G,0.526105544,4,56723.254793056265,2435,79835.45307750336,645,0.0,0.0,-5701.115685221169,1329,-4.289778544184476,-4638.053175390246,445.0,-10.422591405371339,-12773.029423835682,-798.3143389897301,16.0,1103,798.31,POINT (-165.5999331295073 5260.805527774772),1003.0,1316,POINT (447.7528813037526 4446.320032225456),1034.0,445.0,659,10820.0,2023-05-25 00:00:00+00:00
611,2,0,18,HighSchoolOrCollege,J,0.734927742,2,2156.6762750618677,16,2209.2339769769746,5,0.0,0.0,-52.55770191510702,11,-4.777972901373365,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1317,POINT (-2616.4800271638437 6541.191811600034),588.0,0.0,11,4.0,2022-03-05 00:00:00+00:00
612,2,0,41,Bachelors,J,0.034839253,3,51702.278183541406,1840,73947.77233940957,333,0.0,0.0,-5172.4858662392535,1210,-4.274781707635746,-4889.23812992733,281.0,-17.399423949919324,-12183.770159701571,-761.4856349813482,16.0,801,761.49,POINT (-1613.0453946609055 3631.1979621903865),161.0,1285,POINT (170.74694042286592 4771.135720847398),595.0,281.0,146,1806.0,2023-05-25 00:00:00+00:00
613,2,0,46,HighSchoolOrCollege,E,0.541632245,2,11224.87864148643,1937,35594.337591702206,570,0.0,0.0,-3815.328902896091,788,-4.8417879478376795,-7781.100623484004,563.0,-13.820782634962708,-12773.029423835682,-798.3143389897301,16.0,1201,798.31,POINT (-207.44845187574333 5214.852253865081),1003.0,1279,POINT (-654.0366978538146 3632.0760648960236),923.0,563.0,455,11043.0,2023-05-25 00:00:00+00:00
614,2,0,45,HighSchoolOrCollege,H,0.059062573,2,22668.370201721158,1995,46657.853683565445,646,0.0,0.0,-4422.345181808845,922,-4.796469828426079,-7345.914586646162,411.0,-17.873271500355624,-12221.223713389283,-763.8264820868302,16.0,777,763.83,POINT (-1412.1080502898594 2510.406202853954),140.0,1740,POINT (-3819.3395451914357 5136.905970442903),206.0,411.0,478,3465.0,2023-05-25 00:00:00+00:00
615,2,0,36,Low,H,0.79664861,1,2200.0927214013673,22,2257.90486209794,9,0.0,0.0,-57.81214069657288,13,-4.447087745890221,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1327,POINT (-671.8639094966109 5917.381045442618),680.0,0.0,13,8.0,2022-03-05 06:55:00+00:00
616,2,0,52,HighSchoolOrCollege,J,0.544782269,2,10863.420398011105,2465,35561.47292092778,645,0.0,0.0,-6142.608419019972,1333,-4.6081083413503166,-6280.245977697509,471.0,-13.333855578975603,-12275.198126199197,-767.1998828874498,16.0,1700,767.2,POINT (-4616.8276422669405 4697.617539507538),913.0,1315,POINT (-1275.0132591831693 5248.064077146062),156.0,471.0,668,8805.0,2023-05-25 00:00:00+00:00
617,2,0,26,HighSchoolOrCollege,A,0.965741735,2,2225.224191548426,19,2284.020410856662,7,0.0,0.0,-58.796219308235436,12,-4.899684942352953,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1309,POINT (-3048.226902478323 6283.8148275615595),88.0,0.0,12,0.0,2022-03-04 21:25:00+00:00
618,2,0,22,HighSchoolOrCollege,E,0.089915241,2,24227.991251413867,1748,46380.21195557677,326,0.0,0.0,-3826.590463132664,899,-4.25649662194957,-6035.89921795816,507.0,-11.905126662639368,-12289.73102307208,-768.108188942005,16.0,1361,768.11,POINT (-3538.2315355629644 7162.6002932874835),143.0,1746,POINT (-3973.0979051297536 5154.380353332814),912.0,507.0,340,3814.0,2023-05-25 00:00:00+00:00
619,2,0,31,HighSchoolOrCollege,E,0.025245948,2,23748.629521701605,1801,46152.287641480856,321,0.0,0.0,-5016.257352308838,1165,-4.305800302411019,-5097.669744398334,299.0,-17.049062690295433,-12289.73102307208,-768.108188942005,16.0,1414,768.11,POINT (-3581.037298689358 7172.023379646174),143.0,1766,POINT (-3209.738139187618 6522.748316725878),953.0,299.0,134,2173.0,2023-05-25 00:00:00+00:00
620,2,0,31,Bachelors,A,0.673541165,3,14349.591925477149,2685,42322.80744230085,643,0.0,0.0,-7285.4585898128535,1495,-4.873216448035354,-6435.906723111644,531.0,-12.120351644278049,-14251.850203899206,-890.7406377437004,16.0,995,890.74,POINT (-2.201149572531972 3467.7464824486233),62.0,1330,POINT (-344.87724461848586 3683.020262283885),409.0,531.0,797,11802.0,2023-05-25 00:00:00+00:00
621,2,0,34,HighSchoolOrCollege,H,0.738766851,2,2714.6508357906177,26,2796.555372645639,9,0.0,0.0,-81.90453685502158,17,-4.817913932648328,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1302,POINT (-3532.3417312509846 5586.896700834855),76.0,0.0,17,5.0,2022-03-05 07:25:00+00:00
622,2,0,54,Bachelors,J,0.719188185,3,38143.624500430895,2665,70982.66059080431,645,0.0,0.0,-6786.703632006581,1531,-4.4328567158762775,-6581.285062503929,473.0,-13.913921908042134,-19471.047395862908,-1216.9404622414318,16.0,1000,1216.94,POINT (-63.68896675059665 4868.689584138492),735.0,1281,POINT (-250.10250760487784 4857.0064836405545),580.0,473.0,719,13912.0,2023-05-25 00:00:00+00:00
623,2,0,56,HighSchoolOrCollege,B,0.576129491,2,12306.523997771103,2413,35752.76110370573,645,0.0,0.0,-6559.428425098617,1341,-4.891445507157805,-4527.420433319777,411.0,-11.01562149226223,-12359.388247516235,-772.4617654697647,16.0,1458,772.46,POINT (-3922.626876156967 7282.4185261867715),976.0,1283,POINT (-2909.0282137217323 6510.130398749252),870.0,411.0,690,10889.0,2023-05-25 00:00:00+00:00
624,2,0,31,Bachelors,C,0.916163673,3,38713.954781744185,2907,70429.94248585838,632,0.0,0.0,-8306.571312244325,1707,-4.866181202252094,-7407.560159683336,552.0,-13.419493042904595,-16001.856232186541,-1000.1160145116588,16.0,1101,1000.12,POINT (-618.0650589155872 4087.839076893465),746.0,1282,POINT (-746.0297799695958 4008.345279959909),765.0,552.0,703,19047.0,2023-05-25 00:00:00+00:00
625,2,0,35,HighSchoolOrCollege,G,0.604580267,2,10644.726783512422,2571,36003.00039199514,646,0.0,0.0,-6600.355240320358,1338,-4.933000926995783,-6398.530120646127,571.0,-11.205832085194618,-12359.388247516235,-772.4617654697647,16.0,1490,772.46,POINT (-3875.1436726401644 7236.8015838257925),976.0,1330,POINT (-344.87724461848586 3683.020262283885),409.0,571.0,709,12166.0,2023-05-25 00:00:00+00:00
626,2,0,28,Bachelors,D,0.793880506,3,36356.075953947475,2779,65650.71526763584,645,0.0,0.0,-6995.504905376829,1650,-4.239699942652623,-6479.11745149074,468.0,-13.844268058740896,-15820.016956820788,-988.7510598012992,16.0,1131,988.75,POINT (-244.62194757234778 4440.110454026924),287.0,1300,POINT (-251.55200766343 4701.616285011303),561.0,468.0,829,16557.0,2023-05-25 00:00:00+00:00
627,2,0,60,Bachelors,H,0.26189132,3,54487.02522958242,1805,74515.45873174167,645,0.0,0.0,-4471.9608197341695,928,-4.818923297127338,-3197.0844349088484,216.0,-14.801316828281706,-12359.388247516235,-772.4617654697647,16.0,1524,772.46,POINT (-3875.1436726401644 7282.4185261867715),976.0,1778,POINT (-3973.0979051297536 5074.196536201016),912.0,216.0,455,6439.0,2023-05-25 00:00:00+00:00
628,2,0,38,HighSchoolOrCollege,J,0.84035204,2,2435.380834046735,18,2495.670725880778,7,0.0,0.0,-60.28989183404269,11,-5.480899257640245,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1283,POINT (-2909.0282137217323 6510.130398749252),870.0,0.0,11,1.0,2022-03-04 22:40:00+00:00
629,2,0,59,HighSchoolOrCollege,I,0.38852626,2,2594.061462373165,17,2645.585825808351,7,0.0,0.0,-51.524363435186245,10,-5.152436343518625,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1305,POINT (-416.1482587338951 5854.826833733975),64.0,0.0,10,0.0,2022-03-05 08:25:00+00:00
630,2,0,30,Bachelors,G,0.653881117,3,47091.09121142126,2182,72671.56690665038,643,0.0,0.0,-4362.250040300027,900,-4.846944489222252,-8445.196231093396,623.0,-13.555692184740604,-12773.029423835682,-798.3143389897301,16.0,1245,798.31,POINT (-165.5999331295073 5260.805527774772),1003.0,1326,POINT (-3385.9171428962177 6106.353933788713),47.0,623.0,444,11918.0,2023-05-25 00:00:00+00:00
631,2,0,56,HighSchoolOrCollege,G,0.217949026,2,23144.695745259443,1683,45918.1188273719,324,0.0,0.0,-4178.663577258298,900,-4.642959530286998,-6235.371257337925,443.0,-14.075330152004346,-12359.388247516235,-772.4617654697647,16.0,1528,772.46,POINT (-3863.2728717609634 7248.205819416037),976.0,1737,POINT (-4153.336133623585 5376.423146435112),1041.0,443.0,306,5393.0,2023-05-25 00:00:00+00:00
632,2,0,38,Bachelors,J,0.243164359,3,50323.49976095414,2071,73007.81337724916,645,0.0,0.0,-4217.608116909706,900,-4.686231241010785,-6107.31725186908,510.0,-11.97513186640996,-12359.388247516235,-772.4617654697647,16.0,1602,772.46,POINT (-3922.626876156967 7282.4185261867715),976.0,403,POINT (2026.3999572104358 4142.402774048681),1023.0,510.0,456,4174.0,2023-05-25 00:00:00+00:00
633,2,0,32,Graduate,H,0.227976736,4,63692.14816097302,1997,88306.61679431461,643,0.0,0.0,-4407.2671963799585,919,-4.795720561893317,-7828.471423799831,419.0,-18.683702682099835,-12378.730013161801,-773.6706258226126,16.0,479,773.67,POINT (-2079.137145156913 3650.6106929224743),851.0,1735,POINT (-3837.636675203619 5492.86911075103),749.0,419.0,474,6570.0,2023-05-25 00:00:00+00:00
634,2,0,52,HighSchoolOrCollege,G,0.915889403,2,2427.4173370479093,20,2490.2472014467203,8,0.0,0.0,-62.82986439881106,12,-5.235822033234255,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1293,POINT (-1912.6667454275262 5288.50006673243),333.0,0.0,12,0.0,2022-03-04 22:00:00+00:00
635,2,0,33,Graduate,J,0.447001762,4,55204.8642664801,1646,78570.75497259376,324,0.0,0.0,-3757.8392585091697,900,-4.175376953899077,-6599.353286413003,406.0,-16.254564744859614,-13008.698161191485,-813.0436350744678,16.0,962,813.04,POINT (-694.1547645624357 6329.574564276278),77.0,1339,POINT (-3257.563509525645 5415.033051466755),8.0,406.0,300,9224.0,2023-05-25 00:00:00+00:00
636,2,0,39,HighSchoolOrCollege,A,0.104168464,2,23532.797480008972,1939,45896.43578363939,645,0.0,0.0,-3990.880545416444,913,-4.371172557958865,-5952.765311674963,365.0,-16.308946059383462,-12419.992446539009,-776.249527908688,16.0,735,776.25,POINT (-2264.2549732775105 3056.506102149513),894.0,1788,POINT (-3463.167738075059 7836.545593061912),183.0,365.0,480,3591.0,2023-05-25 00:00:00+00:00
